MDAMB453_BREAST
3
56660	56604	59504	53638	55150	36669	24248	17272	13729	12864
51338	52603	56379	50062	41899	20935	9215	8316	8954	10333
43818	47413	41674	37993	26414	14025	9445	9989	9910	11091
18754	27295	23123	17632	16417	10474	8908	9682	10394	11462
14546	14297	15000	14493	11688	10049	10477	11090	12063	12627
12451	11984	13852	12296	11772	12763	10791	10370	11918	12220
53631	55146	54624	54003	48903	36988	22848	17032	14911	12708
52236	53523	46968	43545	34026	20536	10025	8429	8156	9413
40233	42318	40431	35182	24062	12874	9061	8783	10058	9603
23253	24520	22860	17980	14247	10969	10080	9119	10345	9993
13727	14302	13627	12228	12306	10294	10150	10363	10485	11567
12249	13540	12183	12180	13653	10417	11452	11304	11578	11706
50332	51140	53777	53325	48141	32737	19813	15750	12286	12095
50750	49930	46548	48695	39615	18938	8879	8193	8777	8964
40718	41951	36685	34840	22825	11263	8436	8766	9011	10349
23618	22792	19645	16630	12497	9618	9773	9291	8975	10615
13754	12059	13157	12188	11208	9480	8757	10314	9900	10656
10709	11430	12176	11133	10875	10609	9744	10102	11597	12410
