MCF7_BREAST
3
51881	51032	55499	50020	55484	39400	24809	23401	21287	20665
51103	51080	53018	50783	46809	32864	23049	20121	18902	19436
48444	52822	49373	48921	32812	22936	22805	22551	19343	18817
32738	32154	27979	22442	22508	21050	20587	20333	19991	17710
28072	25331	25313	23066	22485	19834	24572	20968	23143	20056
22557	22497	20531	21685	19282	22362	22245	19145	20959	20690
55856	56027	59535	56264	53248	39818	24835	23556	21846	20027
59846	64066	56934	54010	49075	36599	22103	20250	23543	22901
48089	46494	48193	44117	31122	21105	20594	19159	21578	21726
34916	31948	28053	28114	24940	24123	19227	21586	22813	18970
25046	25281	22901	22460	23241	21485	22559	22504	22864	21740
25103	23171	22563	26313	22657	20537	23380	21376	22266	23521
58818	59418	57612	58609	52618	41139	26610	22416	22836	22493
59534	58648	58971	56122	51342	36383	22252	19905	23709	21382
56106	53401	56080	48019	41281	28418	22737	20905	25335	22800
39489	33311	30647	30014	25231	25027	24332	22456	22096	24493
26555	24472	22165	23285	22547	24772	21051	23478	22005	22276
25335	27253	25838	23782	23014	22577	21332	20922	24053	24179
