HCT116_LARGE_INTESTINE
3
105115	109267	116062	108091	112137	107696	101391	41034	15238	15022
103164	107785	107687	106760	111995	112261	87762	32440	19123	15743
107894	109930	111030	113153	121658	112581	48506	21988	14003	15152
101249	107670	104728	105574	94800	62925	27529	15109	11504	8982
71174	84194	67587	63151	56643	45486	23946	14951	11147	9413
42132	50074	43035	42773	48496	40945	23892	13142	10835	7565
114521	123110	120137	115592	125285	118284	104790	59851	17820	14691
113034	120396	133680	124697	122188	112873	103300	35845	21020	19175
118841	116888	116914	116961	117278	111045	54988	26689	19103	16894
113432	119387	126789	115566	113614	95219	34121	21532	14126	12682
104052	102830	103389	93725	93904	55679	28141	18572	12360	10377
70225	69077	63754	63247	54213	52835	28071	17791	12046	10295
115029	123036	124080	124419	127772	119981	111591	49323	15680	14924
116020	122611	116480	118805	119852	115967	98592	41202	17800	20338
119567	115407	116994	120598	119830	114320	52716	25907	16489	15586
114108	118702	113117	113336	112533	76135	31531	20641	12000	12174
95825	93757	71026	83931	76570	49147	26867	17716	11953	12125
54147	61925	45620	52363	49593	41598	23260	14218	11462	8996
