HT29_LARGE_INTESTINE
3
145407	149734	151537	144020	148910	135582	88900	44696	16251	15742
144342	144275	144490	147395	136444	103258	19772	10500	12435	11590
116338	103951	108940	44495	22969	14246	11364	12070	14124	14986
15930	14341	13321	14451	12523	12803	12620	11164	12819	14017
11884	13248	13018	13467	12667	14017	12711	11202	12024	12087
13397	14297	14047	12216	13156	13212	13567	12172	12072	13562
145525	157276	144961	148304	140024	134746	72999	34011	13940	11427
147837	145054	156746	140842	134484	93282	16711	11603	11815	12989
121276	88411	94937	55513	23433	13477	11453	10655	12896	12308
19776	16966	17734	13492	12398	11785	12716	12302	13150	12236
12998	14158	12633	12625	14199	12736	12522	11716	11794	11718
12467	14746	15259	12849	13548	12929	12700	12915	11318	12755
113670	116106	121209	113658	114435	110350	58134	24313	13593	11171
109683	116819	111937	111611	101176	63854	12927	8457	9309	10361
93713	70026	71168	39042	18634	12122	9125	9865	11137	12229
12194	11775	12520	10777	9627	10407	10162	9664	12044	10710
13250	11446	11144	11355	11105	10529	11768	9081	11174	10756
12389	10298	9695	11451	10322	10506	10790	10528	10006	9872
