BT20_BREAST
3
72314	70507	76625	67573	71635	72864	40999	20912	14541	13817
70719	76848	70482	67648	73488	72545	46656	24428	16047	16185
68330	69747	70343	69962	70377	70989	35491	20589	11818	14161
68879	70391	66807	73679	69819	43660	22058	14336	10871	11777
62541	64977	69394	68040	48936	34153	20339	13648	13901	11874
43372	55891	64570	49668	29435	22692	16475	15189	10934	13144
71504	68497	70714	69998	72244	72845	50235	28716	16123	18042
76007	71881	79771	73134	73881	76148	49996	28809	19192	16484
74013	73920	74221	75079	75666	72070	41222	25407	17500	18545
77688	75257	72828	79120	74429	51007	26417	18071	14358	16190
70964	74161	71963	77827	59992	37327	19574	16576	14409	13801
62856	70517	63598	53267	42512	27297	19790	18685	12358	13481
75388	76126	79301	78004	84632	76967	57412	33215	19135	15876
76394	78909	75275	78680	77889	80428	62546	30892	23248	19515
73875	79196	79141	76192	79495	79440	57921	30338	19054	17478
79433	80899	75470	75841	76520	74580	33461	23040	17276	14084
73983	74414	79314	74693	57754	41153	22885	18849	15060	14383
60340	74405	75808	65758	44234	33239	22742	18277	16060	14304
