MDAMB436_BREAST
3
57102	55794	55241	56987	52475	50182	42586	33276	16268	16113
54880	57367	54907	56194	50288	44278	34921	23279	19034	12212
49643	49265	47543	44787	37235	31019	19205	16167	15671	14082
32024	30660	26060	24088	19244	20034	16275	16024	17224	15288
19248	21042	19465	19732	18778	18539	17492	17372	16749	15857
17959	19370	17378	15964	19002	17803	16886	16958	17005	15151
55684	60110	55368	58887	58985	54189	42986	35794	21878	17827
62330	59156	58509	54176	54041	48719	37296	24161	17859	18078
53676	55793	49538	47257	42270	34135	22848	17703	15959	16896
39668	40042	35017	25606	22215	20277	17775	14145	15401	16428
20723	21493	20894	18406	20054	17642	16431	17897	13443	16478
18176	19422	19799	20022	17263	17597	17608	16524	15993	17006
59433	61300	61286	56268	58557	55840	46545	41683	24634	17390
60538	62699	63269	58639	58070	52685	40941	26497	21599	17447
56488	54925	53476	49208	45760	35702	18876	18682	18209	17240
43476	42722	38545	30889	25696	20598	19513	17068	18327	16854
23699	25380	22482	21106	19426	19230	19165	18237	17337	19718
21848	21139	21463	19596	18311	19288	16680	17315	15399	17078
