HELA_CERVIX
3
62743	66941	67959	64995	68864	44573	11905	6747	2698	3000
64903	65183	67883	67933	67144	44508	10410	6321	3205	3328
65474	67987	69689	68496	64489	27996	10132	6168	3104	2725
56070	58578	59228	54991	41707	17214	7504	5101	4606	3041
23167	34942	32485	28727	19934	11312	4067	3189	3829	2067
17226	20163	23480	18532	13427	8007	3269	3225	2359	3178
70121	67972	66047	68784	65940	39807	8927	3123	2815	2087
68089	65073	67661	71366	62039	34710	7322	4169	3284	2197
68149	70202	67582	67171	55601	17872	6477	2702	3052	2282
50867	56521	53182	37534	18500	11686	3665	4413	3160	1533
20283	29743	24478	18883	12304	7216	4562	2398	2311	2720
19414	14994	18602	16074	10887	5623	3728	3858	2073	2765
54387	58352	57489	59641	57806	39587	6517	4569	2335	1887
58619	57790	56646	59178	57892	27035	6650	2738	2268	2481
58719	58984	58028	57791	50425	17075	5953	4451	2965	2718
43907	45080	45616	43179	21374	9383	3187	3221	2766	2782
23290	29451	21196	21699	14224	5651	3122	2740	2966	2719
18171	21064	17014	16134	11214	5964	3729	2264	1738	2928
