HUVEC
6
16364	15254	16217	14192	12212	5625	2671	1672	1567	1142
17735	15294	16971	16277	14140	6460	2996	1731	1509	1041
17236	17064	17500	17044	14414	5179	4222	1862	1290	1606
14527	14917	16328	15055	14554	6194	3317	1777	1676	1187
13491	16990	18895	16745	14644	5094	3482	2655	1548	2054
7905	10106	11188	14181	11030	3732	2379	2126	1548	1400
13936	14216	13510	13245	13377	6602	2578	2365	1814	1804
16032	14144	15741	13173	13433	5375	2565	2432	1704	1475
13827	15658	13457	13367	13933	4515	2690	2589	1622	1584
12433	13738	15683	12774	12398	4373	3077	1972	1823	1815
13784	14290	14972	15652	13139	5062	3135	2346	1914	1469
11340	10718	10903	6986	7013	3284	3544	1979	1812	1814
19803	19730	15279	16719	16744	12014	5219	2683	1712	1727
12945	16027	14462	13714	13036	6716	3146	1865	1055	1195
14971	16159	16966	13910	15134	4693	3407	1869	1763	1437
15348	13550	12240	13177	14288	4957	3096	1852	1755	1660
11777	10652	14880	14232	9993	4139	3485	2812	2364	1235
8986	9976	7453	8937	7697	3810	3575	2964	2586	1496
13150	17665	13896	13630	11965	5973	2071	1884	1640	2131
14367	15088	15304	14868	12699	5936	3442	1561	1516	1804
13708	15086	15024	14972	12803	6237	3354	2330	1880	1802
14396	14978	16911	13727	13037	5010	3517	2217	2367	2053
14373	16215	16462	15442	15455	5723	3455	2576	1685	1624
9358	9795	11447	8435	7146	3269	2623	2550	2061	1510
15249	15104	16925	16707	11915	5876	2948	1958	1627	1264
15426	14819	16359	13265	12480	4590	2658	1918	1512	1637
14654	15993	15283	15827	14434	4719	3325	1994	1530	1189
14504	14345	17567	13354	12692	4988	3078	2162	1454	1094
13841	12726	15156	14059	11701	5182	2989	2103	2013	1367
8332	6495	6277	6144	6366	3728	2806	2780	1968	1438
13386	14547	13015	13030	11031	5265	2357	1951	1900	1862
15326	14819	13903	15272	12583	5356	2969	1447	1223	1654
15230	15299	11759	14808	14318	5341	3590	2057	1740	1533
13033	12687	5705	14689	12688	5699	3635	2115	1666	1812
15209	15029	15181	6457	14782	4685	3687	2643	2259	1462
10304	9741	10294	8293	6503	3112	3065	2527	1486	1928
